,Player,Tm,Pos,G,GS,Solo,Sk,Int,Year
380,David Macklin,IND,DB,16,2,26.0,0.0,2.0,2000
381,Tim Morabito,CAR,LDT,16,13,26.0,2.0,,2000
382,Christian Peter,NYG,LDT,16,15,26.0,1.0,,2000
383,Kavika Pittman,DEN,RDE,15,15,26.0,7.0,0.0,2000
384,Jessie Tuggle,ATL,MLB,8,7,26.0,0.0,0.0,2000
385,Josh Williams,IND,LDT,14,7,26.0,3.0,,2000
386,Ray Agnew,STL,LDT,15,15,25.0,4.0,0.0,2000
387,Jerry Azumah,CHI,DB,14,4,25.0,0.0,1.0,2000
388,Brant Boyer,JAX,RLB,12,5,25.0,3.5,1.0,2000
389,Tony Bryant,OAK,LDE,16,16,25.0,5.5,0.0,2000
390,Na'il Diggs,GNB,LLB,13,12,25.0,0.0,0.0,2000
391,Antuan Edwards,GNB,DB,12,3,25.0,0.0,2.0,2000
392,Ian Gold,DEN,LB,16,0,25.0,2.0,0.0,2000
393,Al Harris,PHI,DB,16,4,25.0,0.0,0.0,2000
394,Tim Hauck,PHI,DB,16,3,25.0,0.0,0.0,2000
395,Ray Mickens,NYJ,DB,16,0,25.0,0.0,0.0,2000
396,Kenny Mixon,MIA,LDE,16,16,25.0,2.5,0.0,2000
397,Daryl Porter,BUF,DB,16,0,25.0,0.0,1.0,2000
398,John Randle,MIN,LDE,16,16,25.0,8.0,0.0,2000
399,Darrell Russell,OAK,RDT,16,16,25.0,3.0,0.0,2000
400,Jason Simmons,PIT,DB,15,0,25.0,0.0,0.0,2000
401,Shawn Swayda,ATL,DE,16,0,25.0,1.5,,2000
402,Chris Watson,BUF,LCB,16,5,25.0,0.0,0.0,2000
403,K.D. Williams,GNB,LB,16,3,25.0,0.5,,2000
404,Trace Armstrong,MIA,DE,16,0,24.0,16.5,0.0,2000
405,David Bowens,GNB,DE,14,0,24.0,3.5,,2000
406,Corwin Brown,DET,DB,14,4,24.0,0.5,2.0,2000
407,Rich Coady,STL,DB,12,2,24.0,0.0,,2000
408,Stalin Colinet,CLE,RDT,16,16,24.0,3.5,0.0,2000
409,Todd Collins,STL,RLB,14,11,24.0,1.0,,2000
410,R.W. McQuarters,CHI,DB,15,2,24.0,1.0,1.0,2000
411,Alex Molden,NOR,LCB,15,6,24.0,0.0,3.0,2000
412,Keith Thibodeaux,MIN,DB,16,0,24.0,0.0,1.0,2000
413,Henry Thomas,NWE,NT,16,5,24.0,4.5,1.0,2000
414,Sam Adams,BAL,LDT,16,16,23.0,2.0,0.0,2000
415,Robert Bailey,BAL,DB,16,0,23.0,0.0,0.0,2000
416,Ainsley Battles,PIT,DB,16,1,23.0,1.0,0.0,2000
417,Robert Bean,CIN,DB,12,4,23.0,0.0,1.0,2000
418,Santana Dotson,GNB,RDT,12,11,23.0,6.0,,2000
419,Luther Elliss,DET,RDT,16,16,23.0,3.0,0.0,2000
420,Darrell Green,WAS,DB,13,2,23.0,0.0,3.0,2000
421,Isaiah Kacyvenski,SEA,LB,16,0,23.0,0.0,1.0,2000
422,Jeff Kelly,ATL,MLB,12,6,23.0,0.0,0.0,2000
423,Anthony Parker,SFO,DB,16,0,23.0,0.0,0.0,2000
424,Reggie Stephens,NYG,DB,15,1,23.0,0.0,3.0,2000
425,Maa Tanuvasa,DEN,LDE,16,16,23.0,4.0,0.0,2000
426,Fred Thomas,NOR,DB,11,0,23.0,0.0,0.0,2000
427,Nate Webster,TAM,LB,16,0,23.0,0.0,0.0,2000
428,Ebenezer Ekuban,DAL,DE,12,2,22.0,6.5,,2000
429,Vonnie Holliday,GNB,LDE,12,9,22.0,5.0,1.0,2000
430,Rob Holmberg,NWE,RILB,16,5,22.0,0.0,0.0,2000
431,Lance Johnstone,OAK,RDE,14,9,22.0,3.5,0.0,2000
432,Hannibal Navies,CAR,LB,13,1,22.0,2.0,1.0,2000
433,Jim Nelson,MIN,LB,16,0,22.0,0.0,,2000
434,Seth Payne,JAX,RDT,16,14,22.0,2.0,,2000
435,Terrance Shaw,MIA,DB,11,3,22.0,0.0,1.0,2000
436,Alshermond Singleton,TAM,LB,13,1,22.0,0.0,,2000
437,Kywin Supernaw,DET,DB,13,3,22.0,0.0,,2000
438,Travares Tillman,BUF,DB,15,4,22.0,0.0,0.0,2000
439,Eric Warfield,KAN,DB,13,3,22.0,0.0,0.0,2000
440,Lyle West,NYG,DB,16,1,22.0,0.0,,2000
441,Brandon Whiting,PHI,LDE,16,11,22.0,3.5,0.0,2000
442,Rashard Anderson,CAR,DB,12,0,21.0,0.0,0.0,2000
443,Keith Burns,DEN,LB,13,0,21.0,0.0,0.0,2000
444,Danny Clark,JAX,LB,16,0,21.0,0.0,,2000
445,John Fiala,PIT,LB,16,0,21.0,0.0,,2000
446,Ronnie Heard,SFO,DB,13,3,21.0,2.0,0.0,2000
447,Leonard Little,STL,DE,14,0,21.0,5.0,0.0,2000
448,Anthony Malbrough,CLE,DB,9,1,21.0,0.0,0.0,2000
449,Dainon Sidney,TEN,DB,11,2,21.0,0.0,3.0,2000
450,Josh Taves,OAK,DE,16,0,21.0,3.0,1.0,2000
451,Darnell Walker,DET,DB,11,2,21.0,0.0,1.0,2000
452,Jay Williams,CAR,RDE,16,14,21.0,6.0,0.0,2000
453,Rahim Abdullah,CLE,LB,13,4,20.0,2.0,,2000
454,Bobby Brooks,OAK,LB,16,0,20.0,0.0,,2000
455,George Coghill,DEN,DB,16,0,20.0,0.0,,2000
456,Albert Fontenot,SDG,LDE,15,15,20.0,4.0,0.0,2000
457,Henry Ford,TEN,DT,14,3,20.0,2.0,,2000
458,Jeff Gooch,TAM,LB,16,0,20.0,0.0,,2000
459,Al Lucas,CAR,DT,13,0,20.0,0.0,0.0,2000
460,Justin Lucas,ARI,DB,16,0,20.0,0.0,0.0,2000
461,Jacoby Shepherd,STL,DB,15,1,20.0,0.0,1.0,2000
462,Tony Siragusa,BAL,RDT,15,15,20.0,0.0,0.0,2000
463,Chris Sullivan,PIT,DE,15,2,20.0,0.0,0.0,2000
464,Zack Walz,ARI,LLB,6,5,20.0,0.0,1.0,2000
465,Joe Bowden,DAL,LB,16,0,19.0,0.0,,2000
466,John Burrough,MIN,LDE,14,6,19.0,2.0,0.0,2000
467,Ike Charlton,SEA,DB,16,0,19.0,0.0,,2000
468,James Folston,ARI,LB,13,3,19.0,2.0,,2000
469,Jevon Langford,CIN,DE,11,3,19.0,0.0,0.0,2000
470,Mark Maddox,ARI,LB,14,0,19.0,1.5,,2000
471,Scott McGarrahan,GNB,DB,16,0,19.0,0.5,0.0,2000
472,Kevin Mitchell,WAS,LB,16,0,19.0,1.0,1.0,2000
473,Anthony Pleasant,SFO,LDE,16,16,19.0,2.0,0.0,2000
474,John Thornton,TEN,LDT,16,16,19.0,4.0,0.0,2000
475,Steve White,TAM,DE,15,0,19.0,2.0,,2000
476,Tony Darden,SDG,DB,16,3,18.0,0.0,,2000
477,Chad Hennings,DAL,LDT,8,8,18.0,0.0,0.0,2000
478,Cletidus Hunt,GNB,LDE/RDT,16,11,18.0,5.0,0.0,2000
479,James Logan,SEA,LB,16,0,18.0,0.0,,2000
480,Mike Mamula,PHI,LDE,15,6,18.0,5.5,0.0,2000
481,Russell Maryland,GNB,LDT,16,16,18.0,0.0,0.0,2000
482,Wasswa Serwanga,MIN,DB,7,2,18.0,0.0,0.0,2000
483,Clyde Simmons,CHI,DE,16,2,18.0,0.5,0.0,2000
484,Joel Smeenge,JAX,DE,12,1,18.0,6.0,,2000
485,Frankie Smith,CHI,DB,14,0,18.0,2.0,,2000
486,Alonzo Spellman,DAL,RDE,16,15,18.0,5.0,0.0,2000
487,Jason Bostic,PHI,DB,16,0,17.0,0.0,,2000
488,Cornell Brown,BAL,LB,16,1,17.0,3.0,,2000
489,Phil Clarke,NOR,LB,14,4,17.0,1.0,,2000
490,Tony George,NWE,DB,15,0,17.0,0.0,,2000
491,Jermaine Haley,MIA,DT,15,4,17.0,1.5,0.0,2000
492,Raion Hill,BUF,DB,16,0,17.0,0.0,,2000
493,Larry Izzo,MIA,LB,16,0,17.0,0.0,,2000
494,Clint Kriewaldt,DET,LB,13,1,17.0,0.0,,2000
495,Twan Russell,MIA,LB,16,2,17.0,0.0,,2000
496,Scott Turner,SDG,DB,16,2,17.0,0.0,1.0,2000
497,Regan Upshaw,OAK,RDE,16,7,17.0,6.0,,2000
498,Willie Whitehead,NOR,DE,16,2,17.0,5.5,0.0,2000
499,Brian Williams,GNB,LB,4,3,17.0,0.5,,2000
500,Lamar Chapman,CLE,DB,7,0,16.0,0.0,1.0,2000
501,Roderick Coleman,OAK,DT,13,1,16.0,6.0,0.0,2000
502,Don Davis,TAM,LB,16,0,16.0,0.0,,2000
503,Phil Hansen,BUF,LDE,10,8,16.0,2.0,0.0,2000
504,John Keith,SFO,DB,6,3,16.0,1.0,1.0,2000
505,Matt LaBounty,SEA,DE,12,2,16.0,0.5,,2000
506,Tremain Mack,CIN,DB,16,0,16.0,0.0,0.0,2000
507,George McCullough,TEN,DB,11,0,16.0,0.0,,2000
508,Tyrone Rogers,CLE,DE,16,0,16.0,2.0,0.0,2000
509,Mark Roman,CIN,DB,8,2,16.0,0.0,0.0,2000
510,Joe Salave'a,TEN,DT,15,1,16.0,4.0,0.0,2000
511,Steve Tovar,SDG,LB,16,0,16.0,0.0,,2000
512,Dan Wilkinson,WAS,LDT,16,16,16.0,3.5,0.0,2000
513,Billy Austin,IND,DB,16,0,15.0,0.0,,2000
514,Rashidi Barnes,CLE,DB,14,0,15.0,0.0,,2000
515,David Barrett,ARI,DB,16,0,15.0,0.0,0.0,2000
516,Michael Booker,TEN,DB,15,1,15.0,0.0,1.0,2000
517,Trent Gamble,MIA,DB,16,0,15.0,0.0,0.0,2000
518,Eric Johnson,OAK,DB,16,0,15.0,0.0,,2000
519,Cedric Killings,SFO,DT,14,1,15.0,3.0,,2000
520,Kenard Lang,WAS,DE,16,0,15.0,3.0,0.0,2000
521,Mustafah Muhammad,IND,DB,13,3,15.0,0.0,1.0,2000
522,Greg Myers,DAL,DB,6,4,15.0,0.0,,2000
523,Rich Owens,MIA,DE,12,3,15.0,0.5,0.0,2000
524,Ike Reese,PHI,LB,16,0,15.0,0.0,,2000
525,Allen Rossum,GNB,DB,16,0,15.0,0.0,0.0,2000
526,Larry Smith,JAX,DT,14,4,15.0,0.0,,2000
527,Travian Smith,OAK,LB,16,0,15.0,0.0,,2000
529,Artie Ulmer,SFO,LB,12,2,15.0,1.0,,2000
530,Darrick Vaughn,ATL,DB,16,0,15.0,0.0,0.0,2000
532,Marcus Washington,IND,LB,16,0,15.0,2.0,1.0,2000
533,Reggie White,CAR,LDE,16,16,15.0,5.5,0.0,2000
534,Charlie Williams,DAL,DB,11,0,15.0,0.0,1.0,2000
535,Marcus Bell,SEA,LB,16,0,14.0,0.0,1.0,2000
536,James Cannida,TAM,DT,16,0,14.0,2.0,,2000
537,Canute Curtis,CIN,LB,15,0,14.0,2.0,,2000
538,Jared DeVries,DET,DE,15,1,14.0,0.0,0.0,2000
539,Adrian Dingle,SDG,DE,14,1,14.0,2.5,0.0,2000
541,Lemanski Hall,MIN,LB,15,1,14.0,0.0,,2000
542,Andy Katzenmoyer,NWE,LB,8,3,14.0,0.0,0.0,2000
543,Terry Killens,TEN,LB,16,0,14.0,1.0,,2000
544,Leon Lett,DAL,RDT,9,7,14.0,2.5,0.0,2000
545,Rob Meier,JAX,DE,16,0,14.0,0.5,,2000
546,Shawn Price,BUF,LDE,13,6,14.0,1.0,0.0,2000
547,Tarek Saleh,CLE,LB,16,0,14.0,0.0,,2000
548,Sekou Sanyika,ARI,LB,16,0,14.0,0.0,,2000
549,Mark Thomas,IND,DE,14,1,14.0,5.0,0.0,2000
550,Ratcliff Thomas,IND,LB,12,0,14.0,0.0,,2000
551,Mike Thompson,CLE,DT,12,0,14.0,1.0,,2000
552,Shawn Wooden,CHI,DB,11,0,14.0,0.0,0.0,2000
553,Vaughn Booker,CIN,LDE,9,9,13.0,0.0,0.0,2000
554,Lorenzo Bromell,MIA,DE,8,0,13.0,2.0,0.0,2000
555,Terry Cousin,ATL,DB,15,0,13.0,0.0,,2000
556,Anthony Davis,BAL,LB,14,0,13.0,0.0,,2000
557,Orantes Grant,DAL,LB,13,0,13.0,0.0,,2000
558,Greg Jeffries,MIA,DB,11,0,13.0,0.0,1.0,2000
559,Fred Jones,BUF,LB,15,0,13.0,1.0,,2000
560,Barry Minter,CHI,LB,15,2,13.0,0.0,0.0,2000
561,Anthony Mitchell,BAL,DB,16,0,13.0,0.0,,2000
562,Brandon Mitchell,NWE,LDE,11,9,13.0,0.0,0.0,2000
563,Reggie Rusk,SDG,DB,7,0,13.0,1.0,,2000
564,Scott Shields,PIT,DB,10,1,13.0,0.0,,2000
565,Glen Steele,CIN,DT,16,1,13.0,2.0,,2000
566,Erik Storz,JAX,LB,10,2,13.0,0.0,0.0,2000
567,David Terrell,WAS,DB,16,0,13.0,0.0,,2000
568,Mike Vrabel,PIT,LB,15,0,13.0,1.0,,2000
569,Andre Wadsworth,ARI,LDE,9,8,13.0,1.0,,2000
570,Reinard Wilson,CIN,DE,14,0,13.0,3.0,0.0,2000
571,Jason Wiltz,NYJ,DT,15,1,13.0,1.0,,2000
572,Peppi Zellner,DAL,DE,12,0,13.0,2.0,0.0,2000
573,Johndale Carty,ATL,DB,15,0,12.0,0.0,,2000
574,James Darling,PHI,LB,16,0,12.0,0.5,,2000
575,D'Marco Farr,STL,RDT,10,5,12.0,1.0,0.0,2000
576,Scott Galyon,MIA,LB,6,1,12.0,0.0,0.0,2000
577,Darrien Gordon,OAK,DB,13,0,12.0,0.0,0.0,2000
578,Brad Jackson,BAL,LB,10,0,12.0,0.0,,2000
579,Greg Jones,WAS,LB,16,4,12.0,1.0,,2000
580,Lenoy Jones,CLE,LB,8,1,12.0,2.5,0.0,2000
581,Rob Kelly,NOR,DB,12,0,12.0,0.0,,2000
582,Kareem Larrimore,DAL,DB,15,4,12.0,0.0,,2000
583,Tony McCoy,ARI,LDT,6,6,12.0,0.0,,2000
584,Arnold Miller,CLE,DE,12,0,12.0,1.5,,2000
585,Kory Minor,CAR,LB,15,0,12.0,0.0,,2000
586,Sean Moran,STL,DE,15,3,12.0,2.0,,2000
587,Chris Oldham,NOR,DB,13,1,12.0,2.0,2.0,2000
588,Hank Poteat,PIT,DB,15,0,12.0,0.0,,2000
589,Corey Sears,ARI,DE,8,2,12.0,0.0,,2000
592,Greg Spires,NWE,DE,16,2,12.0,6.0,0.0,2000
593,Bracy Walker,KAN,DB,15,0,12.0,0.0,,2000
595,John Abraham,NYJ,DE,6,0,11.0,4.5,,2000
596,Antonio Banks,MIN,DB,14,0,11.0,0.0,,2000
598,Calvin Branch,OAK,DB,16,0,11.0,0.0,,2000
600,Erik Flowers,BUF,DE,16,0,11.0,2.0,1.0,2000
601,Donovan Greer,BUF,DB,13,0,11.0,0.0,,2000
602,Ryan Hale,NYG,DT,16,0,11.0,0.0,,2000
603,Michael Hawthorne,NOR,DB,11,1,11.0,0.0,0.0,2000
605,Jabari Issa,ARI,DT,10,0,11.0,1.0,,2000
607,Jonas Lewis,SFO,LB,10,0,11.0,0.0,,2000
609,Corey Moore,BUF,LB,9,4,11.0,1.0,,2000
610,Aric Morris,TEN,DB,15,0,11.0,0.0,,2000
611,Bobby Myers,TEN,DB,16,1,11.0,0.0,0.0,2000
612,Jason Peter,CAR,DE,9,0,11.0,2.0,,2000
613,Lewis Sanders,CLE,DB,11,1,11.0,0.0,1.0,2000
614,Shannon Taylor,SDG,LB,11,0,11.0,0.0,,2000
616,Dimitrius Underwood,DAL,DT,15,0,11.0,4.0,0.0,2000
617,Keith Washington,BAL,DE,16,0,11.0,0.0,,2000
618,Corey Atkins,ATL,LB,12,0,10.0,0.0,,2000
620,O.J. Brigance,BAL,LB,16,0,10.0,0.0,,2000
621,Larry Chester,IND,DT,16,0,10.0,2.5,,2000
622,Mario Edwards,DAL,DB,11,1,10.0,0.0,0.0,2000
623,David Gibson,TAM,DB,9,0,10.0,0.0,,2000
625,Greg Jackson,SDG,DB,2,1,10.0,0.0,,2000
626,Donta Jones,NOR,LB,12,0,10.0,0.0,,2000
627,Maurice Kelly,SEA,DB,16,0,10.0,0.0,,2000
629,Rob Morris,IND,LB,7,0,10.0,0.0,,2000
630,Kevin O'Neill,DET,LB,11,0,10.0,0.0,,2000
632,Montae Reagor,DEN,DT,13,0,10.0,2.0,0.0,2000
633,Damien Richardson,CAR,DB,16,1,10.0,0.0,0.0,2000
635,Brad Scioli,IND,DE,16,2,10.0,2.0,0.0,2000
636,Marcus Spriggs,CLE,DT,8,0,10.0,2.0,,2000
637,Gary Stills,KAN,DE,12,0,10.0,0.0,,2000
638,Eric Swann,CAR,DT,16,3,10.0,1.0,0.0,2000
639,Troy Wilson,CHI,DE,6,0,10.0,1.0,0.0,2000
640,Junior Bryant,SFO,DE,3,3,9.0,0.0,,2000
642,Frank Chamberlin,TEN,LB,12,0,9.0,0.0,,2000
643,Lional Dalton,BAL,DT,16,1,9.0,0.0,0.0,2000
645,Raymond Jackson,CLE,DB,9,1,9.0,0.0,,2000
647,Mike Lodish,DEN,DT,16,0,9.0,0.0,,2000
648,Alvin McKinley,CAR,DT,7,0,9.0,0.0,,2000
649,Keith Miller,STL,LB,16,0,9.0,0.0,,2000
650,Mike Mohring,SDG,DT,7,0,9.0,0.0,,2000
651,Andre O'Neal,KAN,LB,10,0,9.0,0.0,,2000
653,Craig Sauer,MIN,LB,9,0,9.0,0.0,0.0,2000
655,Omar Stoutmire,NYG,DB,16,0,9.0,0.0,,2000
656,Eric Vance,TAM,DB,14,0,9.0,0.0,0.0,2000
659,Larry Atkins,KAN,LB,15,0,8.0,0.0,,2000
660,Glenn Cadrez,DEN,LB,16,3,8.0,0.0,0.0,2000
664,Nick Ferguson,NYJ,DB,7,0,8.0,0.0,1.0,2000
666,Kabeer Gbaja-Biamila,GNB,DE,7,0,8.0,1.5,,2000
667,Billy Granville,CIN,LB,14,0,8.0,0.0,,2000
668,Ray Green,CAR,DB,16,0,8.0,0.0,,2000
670,Antwan Harris,NWE,DB,14,0,8.0,1.0,1.0,2000
671,Deon Humphrey,2TM,LB,10,0,8.0,0.0,,2000
672,Tyoka Jackson,TAM,DE,16,1,8.0,2.0,,2000
673,Olrick Johnson,NWE,LB,12,0,8.0,0.0,,2000
675,Kenoy Kennedy,DEN,DB,13,0,8.0,0.0,1.0,2000
676,Steve Martin,KAN,DT,16,0,8.0,0.0,,2000
677,Ray McElroy,CHI,DB,13,0,8.0,0.0,,2000
679,Mike Morton,GNB,LB,16,0,8.0,0.0,,2000
680,Deltha O'Neal,DEN,DB,16,0,8.0,0.0,0.0,2000
681,Kelvin Pritchett,DET,DE,15,0,8.0,2.5,1.0,2000
683,Tony Scott,NYJ,DB,16,0,8.0,0.0,1.0,2000
684,Tim Terry,SEA,LB,6,0,8.0,0.0,,2000
685,Edward Thomas,2TM,LB,8,0,8.0,0.0,,2000
687,Kevin Williams,2TM,DB-FS,11,7,8.0,0.0,,2000
689,Tyrone Williams,2TM,DE,13,0,8.0,1.5,,2000
691,Tom Barndt,CIN,RDT,14,5,7.0,0.0,,2000
693,Dorian Boose,NYJ,DE,10,0,7.0,0.0,,2000
694,Je'Rod Cherry,PHI,DB,13,0,7.0,0.0,,2000
695,Shane Dronett,ATL,DT,3,3,7.0,1.0,0.0,2000
696,Keith Embray,TEN,DE,14,0,7.0,3.5,0.0,2000
697,Ron George,KAN,LB,16,0,7.0,0.0,,2000
698,Chris Gizzi,GNB,LB,11,0,7.0,0.0,,2000
700,Nolan Harrison,WAS,DE,16,2,7.0,1.0,,2000
701,Harald Hasselbach,DEN,DE,16,1,7.0,2.5,,2000
704,Billy Lyon,GNB,DE,11,1,7.0,1.0,,2000
706,Brian Simmons,CIN,LB,1,1,7.0,1.0,,2000
711,Eric Barton,OAK,LB,4,0,6.0,0.0,,2000
713,Rashard Cook,PHI,DB,14,0,6.0,0.0,,2000
715,Ray Hill,2TM,DB,8,0,6.0,0.0,,2000
717,John Milem,SFO,DE,16,0,6.0,0.0,0.0,2000
720,Bryce Paup,MIN,LB,10,0,6.0,2.0,,2000
722,Darryl Pounds,DEN,DB,9,0,6.0,0.0,,2000
723,Khari Samuel,CHI,LB,16,0,6.0,0.0,,2000
724,Brandon Short,NYG,LB,11,0,6.0,0.0,,2000
727,Van Tuinei,CHI,DE,14,2,6.0,1.0,0.0,2000
728,Brian Young,STL,DT,11,0,6.0,0.0,,2000
729,Taje Allen,STL,DB,11,1,5.0,0.0,,2000
733,Kendrick Clancy,PIT,DT,9,0,5.0,0.0,,2000
736,Tim Denton,SDG,DB,5,0,5.0,0.0,0.0,2000
740,Phil Glover,IND,LB,9,0,5.0,0.0,,2000
741,Uhuru Hamiter,PHI,DE,7,0,5.0,0.0,0.0,2000
742,Duane Hawthorne,DAL,DB,14,0,5.0,0.0,0.0,2000
744,Nate Hobgood-Chittick,2TM,DT,10,0,5.0,1.0,,2000
746,Garrett Johnson,NWE,NT,8,2,5.0,0.0,,2000
747,Antony Jordan,ATL,LB,8,0,5.0,0.0,,2000
748,Leif Larsen,BUF,DT,7,0,5.0,1.0,0.0,2000
749,Emarlos Leroy,JAX,DT,9,1,5.0,0.0,,2000
751,Lonnie Marts,JAX,LB,7,3,5.0,0.0,,2000
753,Paul Miranda,SEA,DB,3,0,5.0,0.0,,2000
754,Gabe Northern,MIN,LB,9,2,5.0,0.0,,2000
755,Erik Olson,JAX,DB,14,0,5.0,0.0,,2000
756,Neil Smith,SDG,DE,10,0,5.0,0.0,0.0,2000
757,Robaire Smith,TEN,DE,7,0,5.0,2.5,0.0,2000
760,Barron Tanner,ARI,DT,4,0,5.0,0.0,,2000
761,Corey Terry,NOR,LB,7,0,5.0,0.0,,2000
762,Donnel Thompson,PIT,LB,8,0,5.0,0.0,,2000
764,Steve Warren,GNB,DT,13,0,5.0,0.0,0.0,2000
767,Floyd Young,TAM,DB,7,0,5.0,0.0,,2000
772,Brad Culpepper,CHI,DT,12,1,4.0,1.0,,2000
774,Todd Franz,2TM,DB,7,0,4.0,0.0,,2000
775,Reggie Givens,WAS,LB,9,0,4.0,0.0,,2000
777,Barrett Green,DET,LB,9,0,4.0,0.0,,2000
778,Deveron Harper,CAR,DB,16,0,4.0,0.0,,2000
779,Armon Hatcher,SDG,DB,4,0,4.0,0.0,,2000
780,Tommy Hendricks,MIA,LB,8,0,4.0,0.0,,2000
781,N.D. Kalu,WAS,DE,15,0,4.0,1.0,0.0,2000
782,Travis Kirschke,DET,DE,13,0,4.0,0.5,,2000
783,Ryan Kuehl,CLE,DT,16,0,4.0,0.0,,2000
788,Jason Moore,2TM,DB,8,0,4.0,0.0,,2000
790,Robert Newkirk,CHI,DT,5,0,4.0,0.0,,2000
792,Paul Spicer,JAX,DE,3,0,4.0,1.0,,2000
794,Jeremy Staat,PIT,DE,7,0,4.0,0.0,,2000
795,Jason Suttle,DEN,DB,5,0,4.0,0.0,,2000
796,Sam Sword,IND,LB,3,0,4.0,0.0,,2000
797,Henry Taylor,ATL,DT,5,0,4.0,0.0,,2000
798,Larry Webster,BAL,DT,5,0,4.0,0.0,,2000
799,Jimmy Wyrick,DET,DB,6,0,4.0,0.0,,2000
800,Chris Akins,2TM,DB,10,0,3.0,0.0,,2000
801,Tommy Bennett,ARI,DB,11,0,3.0,0.0,,2000
803,J.B. Brown,DET,DB,3,0,3.0,0.0,,2000
805,Chester Burnett,CLE,LB,7,0,3.0,0.0,,2000
806,Martin Chase,NOR,DT,9,0,3.0,0.0,,2000
808,Chris Combs,PIT,DE,6,0,3.0,0.0,,2000
812,Tyronne Drakeford,WAS,DB,9,1,3.0,0.0,0.0,2000
819,Michael Hamilton,2TM,LB,4,0,3.0,0.0,,2000
820,John Hilliard,SEA,DE,5,0,3.0,0.0,,2000
825,Kevin Lewis,NYG,LB,7,0,3.0,0.0,,2000
827,John McLaughlin,TAM,DE,6,0,3.0,0.0,,2000
828,Todd McMillon,CHI,DB,3,0,3.0,0.0,,2000
829,Don Morgan,MIN,DB,2,0,3.0,0.0,,2000
830,Anthony Poindexter,BAL,DB,10,0,3.0,0.0,,2000
831,DaShon Polk,BUF,LB,5,0,3.0,0.0,,2000
833,John Reeves,SDG,LB,9,0,3.0,0.0,,2000
835,Peter Sirmon,TEN,LB,5,0,3.0,0.0,,2000
836,Fernando Smith,2TM,DE,3,0,3.0,0.0,,2000
838,Ryan Taylor,CLE,LB,4,0,3.0,0.0,,2000
849,Tom Burke,ARI,DE,2,0,2.0,0.0,,2000
851,Leonardo Carson,SDG,DT,4,0,2.0,0.0,,2000
853,Matt Chatham,NWE,LB,6,0,2.0,0.0,,2000
854,Doug Colman,CLE,LB,5,0,2.0,0.0,,2000
855,Antico Dalton,NWE,LB,3,0,2.0,0.0,,2000
860,Arturo Freeman,MIA,DB,8,0,2.0,0.0,,2000
861,Steve Gleason,NOR,DB,3,0,2.0,0.0,,2000
862,Jack Golden,NYG,LB,16,0,2.0,0.0,,2000
863,Scott Gragg,SFO,RT,16,16,2.0,0.0,,2000
864,James Hall,DET,DE,5,0,2.0,1.0,0.0,2000
872,Gaylon Hyder,STL,DT,5,1,2.0,0.0,,2000
874,Brandon Jennings,OAK,DB,2,0,2.0,0.0,,2000
879,Jason Kyle,SFO,LB,2,0,2.0,0.0,,2000
883,Clarence Love,BAL,DB,1,0,2.0,0.0,,2000
888,Ramos McDonald,NYG,DB,3,0,2.0,0.0,,2000
890,Reggie McGrew,SFO,DT,10,0,2.0,0.0,0.0,2000
892,Marc Megna,2TM,LB,6,0,2.0,0.0,,2000
893,Mitch Palmer,MIN,LB,16,0,2.0,0.0,,2000
895,Troy Pelshak,2TM,LB,4,0,2.0,0.0,,2000
898,Derrick Ransom,KAN,DT,10,0,2.0,0.0,,2000
901,Antoine Simpson,SDG,DT,7,0,2.0,0.0,,2000
912,Lester Archambeau,DEN,DE,3,0,1.0,0.0,,2000
913,JoJuan Armour,CIN,DB,4,0,1.0,0.0,,2000
921,Tony Boselli,JAX,LT,16,16,1.0,0.0,,2000
927,Marques Douglas,NOR,DE,1,0,1.0,0.0,,2000
935,Ernest Grant,MIA,DT,2,0,1.0,0.0,,2000
938,Ty Hallock,CHI,LB,2,0,1.0,0.0,,2000
941,Corey Harris,NOR,DB,3,1,1.0,0.0,,2000
942,Richard Harvey,SDG,LB,8,0,1.0,0.0,,2000
947,Reggie Howard,2TM,DB,2,0,1.0,0.0,,2000
960,Courtney Ledyard,NYJ,LB,4,0,1.0,0.0,,2000
961,Bashir Levingston,NYG,DB,3,0,1.0,0.0,,2000
967,Craig Miller,JAX,DB,4,2,1.0,0.0,0.0,2000
970,David Nugent,NWE,DE,6,0,1.0,0.0,,2000
978,Carl Powell,BAL,DE,2,0,1.0,0.0,,2000
982,Austin Robbins,2TM,DT,5,0,1.0,0.0,,2000
983,Fred Robbins,MIN,DT,8,0,1.0,1.0,,2000
986,Steve Russ,DEN,LB,2,0,1.0,0.0,,2000
989,Chuck Smith,CAR,DE,2,2,1.0,0.0,,2000
994,Jared Tomich,NOR,DE,15,0,1.0,0.0,,2000
1002,Phillip Ward,NOR,LB,2,0,1.0,0.0,,2000
1004,Andre Weathers,NYG,DB,1,0,1.0,0.0,0.0,2000
1009,Payton Williams,IND,DB,7,0,1.0,0.0,,2000
1015,Willie Anderson,CIN,RT,16,16,,0.0,,2000
1032,Lomas Brown,NYG,LT,16,16,,0.0,,2000
1043,Anthony Clement,ARI,RT,16,16,,0.0,,2000
1052,Chris Dishman,ARI,C/LG,14,12,,0.0,,2000
1062,John Fina,BUF,LT,14,14,,0.0,,2000
1068,Wayne Gandy,PIT,LT,16,16,,0.0,,2000
