,Player,Tm,Pos,G,GS,Rec,RecYds,RecTD,Year
1947,Verron Haynes,PIT,RB,13,0,18,142,2,2004
1958,Anthony Thomas,CHI,RB,12,2,17,132,0,2004
2032,Kyle Johnson,DEN,RB,14,3,9,126,2,2004
1926,Sammy Morris,MIA,RB,13,8,22,124,0,2004
1984,Reno Mahe,PHI,RB,11,0,14,123,0,2004
2019,Jamal Lewis,BAL,RB,12,12,10,116,0,2004
1974,LaMont Jordan,NYJ,RB,16,0,15,112,0,2004
1954,Julius Jones,DAL,RB,8,7,17,109,0,2004
1968,Ladell Betts,WAS,RB,16,1,15,108,0,2004
1979,Emmitt Smith,ARI,RB,15,15,15,105,0,2004
1969,Corey Dillon,NWE,RB,15,14,15,103,1,2004
2034,Dorsey Levens,PHI,RB,15,5,9,92,0,2004
1973,Rudi Johnson,CIN,RB,16,16,15,84,0,2004
1982,William Green,CLE,RB,15,13,14,84,0,2004
2030,Eddie George,DAL,RB,13,8,9,83,0,2004
2074,Tatum Bell,DEN,RB,14,0,5,80,0,2004
2009,Jonathan Wells,HOU,RB,16,1,11,79,2,2004
1980,Tyrone Wheatley,OAK,RB,8,7,15,78,0,2004
2028,DeShaun Foster,CAR,RB,4,3,9,76,0,2004
1993,Travis Minor,MIA,RB,11,4,13,75,0,2004
2038,Josh Parry,PHI,RB,13,4,9,75,0,2004
1988,Lamar Gordon,MIA,RB,3,2,13,74,0,2004
2006,Artose Pinner,DET,RB,9,2,11,72,0,2004
2015,Quentin Griffin,DEN,RB,6,4,10,68,1,2004
2029,Charlie Garner,TAM,RB,3,3,9,62,0,2004
2069,Duce Staley,PIT,RB,10,10,6,55,0,2004
2036,Maurice Morris,SEA,RB,15,0,9,53,0,2004
2061,Jerome Bettis,PIT,RB,15,6,6,46,0,2004
2076,Tony Hollings,HOU,RB,7,0,5,46,0,2004
2016,Travis Henry,BUF,RB,10,5,10,45,0,2004
2093,Arlen Harris,STL,RB,14,1,4,44,0,2004
2056,James Mungro,IND,RB,15,0,7,36,3,2004
2098,Jamal Robertson,2TM,RB,12,0,4,34,0,2004
2089,Najeh Davenport,GNB,RB,11,1,4,33,0,2004
2116,Chris Perry,CIN,RB,2,0,3,33,0,2004
2132,Stephen Davis,CAR,RB,2,2,2,32,0,2004
2148,Musa Smith,BAL,RB,9,0,2,31,0,2004
2142,Adrian Peterson,CHI,RB,14,0,2,30,0,2004
2105,Adimchinobe Echemandu,CLE,RB,4,0,3,25,0,2004
2145,Dominic Rhodes,IND,RB,16,0,2,24,0,2004
2063,James Jackson,2TM,RB,5,0,6,22,0,2004
2072,Jamel White,2TM,RB,13,0,6,21,0,2004
2136,Garrison Hearst,DEN,RB,7,0,2,20,0,2004
2090,Chris Fuamatu-Ma'afala,JAX,RB,7,1,4,19,0,2004
2122,Shaud Williams,BUF,RB,4,0,3,19,0,2004
2129,Jesse Chatman,SDG,RB,15,0,2,17,0,2004
2092,Troy Hambrick,ARI,RB,10,0,4,16,1,2004
2115,Willie Parker,PIT,RB,8,0,3,16,0,2004
2130,Larry Croom,ARI,RB,6,1,2,16,0,2004
2103,T.J. Duckett,ATL,RB,13,0,3,15,0,2004
2140,Eric McCoo,PHI,RB,1,0,2,15,0,2004
2193,Mike Sellers,WAS,RB,16,1,1,14,0,2004
2109,Greg Jones,JAX,RB,16,3,3,13,0,2004
2107,Leonard Henry,MIA,RB,6,2,3,12,0,2004
2147,Ian Smart,TAM,RB,4,0,2,10,0,2004
2153,Rabih Abdullah,NWE,RB,9,0,1,9,0,2004
2187,Larry Ned,MIN,RB,16,0,1,9,0,2004
2101,Michael Turner,SDG,RB,14,1,4,8,0,2004
2123,David Allen,JAX,RB,5,0,2,8,0,2004
2176,Vick King,MIA,RB,2,0,1,8,0,2004
2160,Joe Burns,BUF,RB,16,0,1,7,0,2004
2165,Ron Dayne,NYG,RB,14,2,1,7,0,2004
2178,George Layne,2TM,RB,4,0,1,6,0,2004
2194,Rod Smart,CAR,RB,3,0,1,5,0,2004
2166,Doug Easlick,MIA,RB,3,1,1,4,0,2004
2179,ReShard Lee,DAL,RB,14,0,1,4,0,2004
2189,Lousaka Polite,DAL,RB,1,0,1,4,0,2004
2161,Mike Cloud,NYG,RB,10,0,1,3,0,2004
2192,B.J. Sams,BAL,RB,16,1,1,2,0,2004
2205,Ki-Jana Carter,NOR,RB,2,0,0,0,0,2004
2209,Earnest Graham,TAM,RB,9,0,0,0,0,2004
2211,Joey Harris,CAR,RB,4,0,0,0,0,2004
2225,Cecil Sapp,DEN,RB,5,0,0,0,0,2004
2230,Jason Wright,ATL,RB,2,0,0,0,0,2004
2271,Brian Westbrook,PHI,RB,12,12,61,616,4,2005
2255,LaMont Jordan,OAK,RB,14,14,70,563,2,2005
2283,Tiki Barber,NYG,RB,16,16,54,530,2,2005
2340,DeShaun Foster,CAR,RB,15,5,34,372,1,2005
2285,LaDainian Tomlinson,SDG,RB,16,16,51,370,2,2005
2316,Reuben Droughns,CLE,RB,16,16,39,369,0,2005
2291,Tony Fisher,GNB,RB,14,4,48,347,1,2005
2343,Larry Johnson,KAN,RB,16,9,33,343,1,2005
2323,Mewelde Moore,MIN,RB,16,8,37,339,2,2005
2301,Edgerrin James,IND,RB,15,15,44,337,1,2005
2318,Domanick Williams,HOU,RB,11,11,39,337,4,2005
2284,Chris Perry,CIN,RB,14,2,51,328,2,2005
2378,Chris Brown,TEN,RB,15,14,25,327,2,2005
2304,Steven Jackson,STL,RB,15,15,43,320,2,2005
2330,Michael Pittman,TAM,RB,16,4,36,300,1,2005
2310,Chester Taylor,BAL,RB,15,1,41,292,1,2005
2300,Marshall Faulk,STL,RB,16,1,44,291,1,2005
2320,Shawn Bryson,DET,RB,16,2,37,284,0,2005
2336,Aaron Stecker,NOR,RB,15,4,35,281,0,2005
2360,Kevin Faulk,NWE,RB,8,2,29,260,0,2005
2335,Marcel Shipp,ARI,RB,15,11,35,255,0,2005
2352,Kevan Barlow,SFO,RB,12,12,31,241,0,2005
2350,Alvin Pearman,JAX,RB,16,0,32,240,0,2005
2346,Ronnie Brown,MIA,RB,15,14,32,232,1,2005
2338,Obafemi Ayanbadejo,ARI,RB,16,2,34,231,0,2005
2359,Warrick Dunn,ATL,RB,16,16,29,220,1,2005
2333,Julius Jones,DAL,RB,13,12,35,218,0,2005
2429,Willie Parker,PIT,RB,15,15,18,218,1,2005
2358,Clinton Portis,WAS,RB,16,16,30,216,0,2005
2419,Mike Anderson,DEN,RB,15,15,18,212,1,2005
2406,Priest Holmes,KAN,RB,7,7,21,197,1,2005
2349,Jamal Lewis,BAL,RB,15,15,32,191,1,2005
2395,Corey Dillon,NWE,RB,12,10,22,181,1,2005
2408,Artose Pinner,DET,RB,16,2,21,181,0,2005
2402,Jonathan Wells,HOU,RB,15,6,22,179,0,2005
2369,Willis McGahee,BUF,RB,16,15,28,178,0,2005
2446,Nick Goings,CAR,RB,16,1,14,151,0,2005
2417,Ahman Green,GNB,RB,5,5,19,147,0,2005
2374,Thomas Jones,CHI,RB,15,15,26,143,0,2005
2377,J.J. Arrington,ARI,RB,15,5,25,139,0,2005
2442,Frank Gore,SFO,RB,14,1,15,131,0,2005
2371,Michael Bennett,MIN,RB,16,6,27,124,2,2005
2385,Curtis Martin,NYJ,RB,12,12,24,118,0,2005
2437,Shaud Williams,BUF,RB,16,0,17,118,0,2005
2435,Deuce McAllister,NOR,RB,5,5,17,117,0,2005
2459,Travis Henry,TEN,RB,10,1,13,117,0,2005
2421,Marion Barber III,DAL,RB,13,2,18,115,0,2005
2476,Verron Haynes,PIT,RB,14,0,11,113,0,2005
2411,Kevin Jones,DET,RB,13,13,20,109,0,2005
2422,Tatum Bell,DEN,RB,15,1,18,104,0,2005
2436,Ricky Williams,MIA,RB,12,3,17,93,0,2005
2389,Rudi Johnson,CIN,RB,16,14,23,90,0,2005
2471,Dominic Rhodes,IND,RB,13,1,12,88,0,2005
2491,Vernand Morency,HOU,RB,12,1,10,87,0,2005
2463,Fred Taylor,JAX,RB,11,11,13,83,0,2005
2413,Cadillac Williams,TAM,RB,14,14,20,81,0,2005
2475,Lamar Gordon,PHI,RB,14,4,11,79,0,2005
2440,Shaun Alexander,SEA,RB,16,16,15,78,1,2005
2482,Ladell Betts,WAS,RB,12,0,10,78,1,2005
2487,Samkon Gado,GNB,RB,8,5,10,77,1,2005
2499,Lousaka Polite,DAL,RB,14,3,9,72,1,2005
2486,Troy Fleming,TEN,RB,13,2,10,69,1,2005
2470,Reno Mahe,PHI,RB,15,0,12,68,0,2005
2504,Cedric Houston,NYJ,RB,12,4,8,66,0,2005
2519,T.J. Duckett,ATL,RB,14,0,6,63,0,2005
2505,Sammy Morris,MIA,RB,16,2,8,54,0,2005
2508,Moe Williams,MIN,RB,6,1,8,52,0,2005
2514,Adrian Peterson,CHI,RB,16,0,7,48,0,2005
2542,Maurice Morris,SEA,RB,16,2,5,48,0,2005
2468,Maurice Hicks,SFO,RB,14,3,12,47,0,2005
2473,Antowain Smith,NOR,RB,16,7,12,46,0,2005
2531,Stephen Davis,CAR,RB,13,11,5,45,0,2005
2548,Jerome Bettis,PIT,RB,12,0,4,40,0,2005
2526,Duce Staley,PIT,RB,5,1,6,34,0,2005
2551,Arlen Harris,STL,RB,16,0,4,34,0,2005
2603,James Jackson,ARI,RB,8,0,2,31,0,2005
2522,Jarrett Payton,TEN,RB,13,0,6,30,0,2005
2535,William Green,CLE,RB,8,0,5,30,0,2005
2575,James Mungro,IND,RB,12,0,3,28,0,2005
2527,Lee Suggs,CLE,RB,8,0,6,26,0,2005
2546,Derrick Wimbush,JAX,RB,14,1,5,26,0,2005
2562,Dee Brown,KAN,RB,8,0,3,23,1,2005
2624,Joe Burns,BUF,RB,16,0,1,19,1,2005
2657,Walter Williams,GNB,RB,2,0,1,19,0,2005
2561,Derrick Blaylock,NYJ,RB,7,1,3,17,0,2005
2566,Ron Dayne,DEN,RB,10,0,3,17,0,2005
2583,LaBrandon Toefield,JAX,RB,9,2,3,17,0,2005
2613,Cecil Sapp,DEN,RB,16,0,2,17,0,2005
2582,Tyson Thompson,DAL,RB,15,0,3,16,0,2005
2589,Jason Wright,CLE,RB,3,0,3,15,0,2005
2629,Ronnie Cruz,KAN,RB,14,0,1,15,0,2005
2576,Damien Nash,TEN,RB,3,0,3,14,0,2005
2559,Anthony Thomas,2TM,RB,9,2,4,13,0,2005
2614,Derrick Ward,NYG,RB,14,0,2,13,0,2005
2656,Leonard Weaver,SEA,RB,16,0,1,12,0,2005
2626,Aveion Cason,STL,RB,2,0,1,11,0,2005
2581,Darren Sproles,SDG,RB,15,0,3,10,0,2005
2625,Ran Carthon,IND,RB,6,0,1,10,0,2005
2554,Ryan Moats,PHI,RB,7,1,4,7,0,2005
2579,Musa Smith,BAL,RB,1,0,3,5,0,2005
2639,ReShard Lee,GNB,RB,7,1,1,5,0,2005
2658,Amos Zereoue,NWE,RB,3,0,1,5,0,2005
2597,Najeh Davenport,GNB,RB,5,1,2,3,0,2005
2621,Cedric Benson,CHI,RB,9,1,1,3,0,2005
2643,Travis Minor,MIA,RB,16,0,1,0,0,2005
2667,Mike Cloud,2TM,RB,7,0,0,0,0,2005
2669,Earnest Graham,TAM,RB,16,0,0,0,0,2005
2682,Bruce Perry,PHI,RB,2,1,0,0,0,2005
2683,Jamal Robertson,CAR,RB,7,0,0,0,0,2005
2690,Michael Turner,SDG,RB,16,0,0,0,0,2005
2692,Jamel White,BAL,RB,5,0,0,0,0,2005
2700,Steven Jackson,STL,RB,16,16,90,806,3,2006
2702,Reggie Bush,NOR,RB,16,8,88,742,2,2006
2711,Brian Westbrook,PHI,RB,15,14,77,699,4,2006
2735,Kevin Jones,DET,RB,12,12,61,520,2,2006
2744,LaDainian Tomlinson,SDG,RB,16,16,56,508,3,2006
2734,Frank Gore,SFO,RB,16,16,61,485,1,2006
2763,Mewelde Moore,MIN,RB,16,0,46,468,1,2006
2739,Tiki Barber,NYG,RB,16,16,58,465,0,2006
2747,Ladell Betts,WAS,RB,16,9,53,445,1,2006
2762,Maurice Jones-Drew,JAX,RB,16,1,46,436,2,2006
2772,Larry Johnson,KAN,RB,16,16,41,410,2,2006
2758,Michael Pittman,TAM,RB,16,3,47,405,0,2006
2761,Ahman Green,GNB,RB,14,14,46,373,1,2006
2769,Kevin Faulk,NWE,RB,15,1,43,356,2,2006
2775,Joseph Addai,IND,RB,16,0,40,325,1,2006
2806,DeAngelo Williams,CAR,RB,13,2,33,313,1,2006
2771,Chester Taylor,MIN,RB,15,15,42,288,0,2006
2802,Ronnie Brown,MIA,RB,13,12,33,276,0,2006
2833,Leon Washington,NYJ,RB,16,8,25,270,0,2006
2835,Correll Buckhalter,PHI,RB,16,1,24,256,1,2006
2793,Dominic Rhodes,IND,RB,16,16,36,251,0,2006
2847,Fred Taylor,JAX,RB,15,15,23,242,1,2006
2812,Willie Parker,PIT,RB,16,16,31,222,3,2006
2782,Edgerrin James,ARI,RB,16,16,38,217,0,2006
2849,Kenny Watson,CIN,RB,16,0,23,213,0,2006
2818,Noah Herron,GNB,RB,16,0,29,211,2,2006
2804,Wali Lundy,HOU,RB,14,8,33,204,0,2006
2815,Deuce McAllister,NOR,RB,15,13,30,198,0,2006
2817,Cadillac Williams,TAM,RB,14,14,30,196,0,2006
2838,Marion Barber III,DAL,RB,16,1,23,196,2,2006
2854,Laurence Maroney,NWE,RB,14,0,22,194,1,2006
2904,Najeh Davenport,PIT,RB,13,0,15,193,1,2006
2877,Aaron Stecker,NOR,RB,12,1,19,190,0,2006
2853,Warrick Dunn,ATL,RB,16,16,22,170,1,2006
2897,Clinton Portis,WAS,RB,8,7,17,170,0,2006
2825,Reuben Droughns,CLE,RB,14,12,27,169,0,2006
2868,Sammy Morris,MIA,RB,12,4,21,162,0,2006
2807,DeShaun Foster,CAR,RB,14,14,32,159,0,2006
2915,Tony Fisher,STL,RB,8,0,14,159,0,2006
2870,Mike Bell,DEN,RB,15,3,20,158,0,2006
2889,Willis McGahee,BUF,RB,14,14,18,156,0,2006
2791,Thomas Jones,CHI,RB,16,16,36,154,0,2006
2937,Brandon Jacobs,NYG,RB,15,0,11,149,0,2006
2905,Corey Dillon,NWE,RB,16,13,15,147,0,2006
2954,Julius Jones,DAL,RB,16,16,9,142,0,2006
2858,Anthony Thomas,BUF,RB,16,2,22,139,0,2006
2892,Obafemi Ayanbadejo,ARI,RB,14,0,17,139,0,2006
2874,ReShard Lee,OAK,RB,16,3,20,138,0,2006
2922,Maurice Hicks,SFO,RB,16,0,13,137,1,2006
2856,Musa Smith,BAL,RB,12,0,22,135,0,2006
2885,Arlen Harris,DET,RB,10,3,18,132,0,2006
2841,Rudi Johnson,CIN,RB,16,15,23,124,0,2006
2895,Vernand Morency,2TM,RB,14,2,17,118,0,2006
2834,Tatum Bell,DEN,RB,13,13,24,115,0,2006
2888,Jamal Lewis,BAL,RB,16,16,18,115,0,2006
2943,Nick Goings,CAR,RB,11,0,10,107,1,2006
2932,Jerious Norwood,ATL,RB,14,0,12,102,0,2006
2963,Shawn Bryson,DET,RB,6,1,8,98,1,2006
2886,Verron Haynes,PIT,RB,7,0,18,95,0,2006
2921,Justin Fargas,OAK,RB,16,6,13,91,0,2006
2930,Stephen Davis,STL,RB,15,0,12,90,1,2006
2998,Adrian Peterson,CHI,RB,16,0,6,88,0,2006
2893,Samkon Gado,2TM,RB,9,1,17,85,0,2006
3002,Jason Wright,CLE,RB,13,3,6,82,0,2006
2887,Travis Henry,TEN,RB,14,13,18,78,0,2006
2913,Ron Dayne,HOU,RB,11,6,14,77,0,2006
2949,Michael Bennett,KAN,RB,11,0,9,77,0,2006
2944,LaMont Jordan,OAK,RB,9,8,10,74,0,2006
2996,Vonta Leach,2TM,RB,12,5,6,61,1,2006
2920,LenDale White,TEN,RB,13,0,14,60,0,2006
3000,Marcel Shipp,ARI,RB,15,0,6,60,0,2006
2961,J.J. Arrington,ARI,RB,16,0,8,58,0,2006
2956,Brandon Miree,GNB,RB,10,3,9,57,0,2006
2947,Mike Anderson,BAL,RB,16,0,9,54,0,2006
2962,Cedric Benson,CHI,RB,15,0,8,54,0,2006
2929,Shaun Alexander,SEA,RB,10,10,12,48,0,2006
2951,Jerome Harrison,CLE,RB,10,1,9,47,0,2006
3042,Michael Turner,SDG,RB,13,0,3,47,0,2006
2939,Maurice Morris,SEA,RB,16,8,11,46,0,2006
2982,Cedric Houston,NYJ,RB,8,1,7,43,0,2006
2957,Chris Perry,CIN,RB,6,1,9,42,0,2006
3026,Damien Nash,DEN,RB,3,0,4,41,0,2006
3041,Chris Taylor,HOU,RB,4,0,3,40,0,2006
2971,Cecil Sapp,DEN,RB,11,1,8,34,0,2006
3003,Derrick Blaylock,NYJ,RB,4,2,5,29,0,2006
3006,Aveion Cason,DET,RB,6,2,5,26,0,2006
3013,Reno Mahe,PHI,RB,12,1,5,23,0,2006
2978,Kevan Barlow,NYJ,RB,12,3,7,21,0,2006
3069,Lousaka Polite,DAL,RB,12,0,2,21,0,2006
3046,Brian Calhoun,DET,RB,7,0,2,20,0,2006
3049,Ronnie Cruz,KAN,RB,5,3,2,20,0,2006
3034,Ciatrick Fason,MIN,RB,5,0,3,19,0,2006
3053,T.J. Duckett,WAS,RB,10,0,2,16,0,2006
3068,Artose Pinner,MIN,RB,12,1,2,15,0,2006
3005,Jamaal Branch,NOR,RB,1,0,5,14,1,2006
3135,Lee Suggs,MIA,RB,4,0,0,13,0,2006
3067,Alvin Pearman,JAX,RB,13,0,2,12,0,2006
3100,Josh Parry,SEA,RB,8,0,1,11,0,2006
3086,Kay-Jay Harris,STL,RB,7,0,1,10,0,2006
3103,Eric Shelton,CAR,RB,9,0,1,6,0,2006
3080,Dee Brown,KAN,RB,15,0,1,5,0,2006
3044,Chris Brown,TEN,RB,5,3,2,4,0,2006
3083,Earnest Graham,TAM,RB,16,0,1,4,0,2006
3038,Travis Minor,MIA,RB,16,0,3,2,0,2006
3122,Ryan Moats,PHI,RB,8,0,0,0,0,2006
3129,Cory Ross,BAL,RB,4,0,0,0,0,2006
3134,Paul Smith,STL,RB,10,3,0,0,0,2006
3137,Stacy Tutt,NYJ,RB,2,0,0,0,0,2006
3153,Brian Westbrook,PHI,RB,15,15,90,771,5,2007
3180,LaDainian Tomlinson,SDG,RB,16,16,60,475,3,2007
3193,Frank Gore,SFO,RB,15,15,53,436,1,2007
3199,Adrian Peterson,CHI,RB,16,5,51,420,0,2007
3164,Reggie Bush,NOR,RB,12,10,73,417,2,2007
3234,Maurice Jones-Drew,JAX,RB,15,0,40,407,0,2007
3217,Clinton Portis,WAS,RB,16,16,47,389,0,2007
3237,Ronnie Brown,MIA,RB,7,7,39,389,1,2007
3214,Kevin Faulk,NWE,RB,16,8,47,383,1,2007
3231,Joseph Addai,IND,RB,15,15,41,364,3,2007
3208,Earnest Graham,TAM,RB,15,10,49,324,0,2007
3240,Leonard Weaver,SEA,RB,16,4,39,313,0,2007
3224,Marion Barber III,DAL,RB,16,0,44,282,2,2007
3277,Chester Taylor,MIN,RB,14,8,29,281,0,2007
3282,Jerious Norwood,ATL,RB,15,2,28,277,0,2007
3242,Steven Jackson,STL,RB,12,12,38,271,1,2007
3336,Adrian Peterson,MIN,RB,14,9,19,268,1,2007
3272,Jamal Lewis,CLE,RB,15,15,30,248,2,2007
3281,LaMont Jordan,OAK,RB,12,7,28,247,0,2007
3274,J.J. Arrington,ARI,RB,16,0,29,241,1,2007
3244,Warrick Dunn,ATL,RB,16,15,37,238,0,2007
3279,Lorenzo Booker,MIA,RB,7,1,28,237,0,2007
3303,Jason Wright,CLE,RB,16,1,24,233,0,2007
3229,Willis McGahee,BAL,RB,15,15,43,231,1,2007
3253,Selvin Young,DEN,RB,15,8,35,231,0,2007
3280,Thomas Jones,NYJ,RB,16,14,28,217,1,2007
3250,Leon Washington,NYJ,RB,16,4,36,213,0,2007
3309,Maurice Morris,SEA,RB,14,6,23,213,1,2007
3249,Aaron Stecker,NOR,RB,16,6,36,211,0,2007
3299,Edgerrin James,ARI,RB,16,16,24,204,0,2007
3308,Julius Jones,DAL,RB,16,16,23,203,0,2007
3273,Vernand Morency,GNB,RB,13,0,30,199,0,2007
3262,Kevin Jones,DET,RB,13,10,32,197,0,2007
3289,Musa Smith,BAL,RB,16,1,27,192,0,2007
3291,Michael Pittman,TAM,RB,10,3,26,191,0,2007
3314,Fred Jackson,BUF,RB,8,1,22,190,0,2007
3305,Justin Fargas,OAK,RB,14,7,23,188,0,2007
3270,Larry Johnson,KAN,RB,8,8,30,186,1,2007
3339,Najeh Davenport,PIT,RB,15,1,18,184,2,2007
3342,Marshawn Lynch,BUF,RB,13,13,18,184,0,2007
3294,DeShaun Foster,CAR,RB,16,16,25,182,1,2007
3293,Derrick Ward,NYG,RB,8,5,26,179,1,2007
3312,DeAngelo Williams,CAR,RB,16,0,23,175,1,2007
3307,Brandon Jacobs,NYG,RB,11,9,23,174,2,2007
3319,Ladell Betts,WAS,RB,16,0,21,174,1,2007
3310,Willie Parker,PIT,RB,15,15,23,164,0,2007
3285,Jesse Chatman,MIA,RB,14,6,27,161,0,2007
3351,Pierre Thomas,NOR,RB,12,1,17,151,1,2007
3269,Ryan Grant,GNB,RB,15,7,30,145,0,2007
3356,Brandon Jackson,GNB,RB,11,3,16,130,0,2007
3365,Aveion Cason,DET,RB,12,0,14,129,0,2007
3332,Chris Brown,TEN,RB,12,1,19,128,0,2007
3346,Cedric Benson,CHI,RB,11,11,17,123,0,2007
3367,Ahman Green,HOU,RB,6,5,14,123,0,2007
3410,Garrett Wolfe,CHI,RB,13,0,9,117,0,2007
3484,Laurence Maroney,NWE,RB,13,6,4,116,0,2007
3330,LenDale White,TEN,RB,16,16,20,114,0,2007
3348,Ron Dayne,HOU,RB,13,8,17,112,0,2007
3372,Rudi Johnson,CIN,RB,11,9,13,110,1,2007
3383,Samkon Gado,2TM,RB,8,2,12,106,0,2007
3358,Michael Bennett,2TM,RB,14,1,15,101,1,2007
3362,Anthony Thomas,BUF,RB,10,2,15,95,1,2007
3380,Correll Buckhalter,PHI,RB,14,2,12,87,0,2007
3368,Maurice Hicks,SFO,RB,16,0,14,86,0,2007
3386,Travis Minor,STL,RB,14,0,12,86,0,2007
3378,Darius Walker,HOU,RB,4,2,13,81,0,2007
3374,Kenton Keith,IND,RB,16,1,13,77,1,2007
3363,Shaun Alexander,SEA,RB,13,10,14,76,1,2007
3411,DeShawn Wynn,GNB,RB,7,4,9,73,0,2007
3390,Dominic Rhodes,OAK,RB,10,2,11,70,0,2007
3517,Andre Hall,DEN,RB,10,1,2,69,0,2007
3437,Travis Henry,DEN,RB,12,7,7,65,0,2007
3364,Tatum Bell,DET,RB,5,5,14,63,0,2007
3402,Ahmard Hall,TEN,RB,11,4,9,60,0,2007
3407,Fred Taylor,JAX,RB,15,15,9,58,0,2007
3480,T.J. Duckett,DET,RB,12,1,4,54,0,2007
3446,Chris Henry,TEN,RB,7,0,6,53,0,2007
3432,Reuben Droughns,NYG,RB,16,1,7,49,0,2007
3453,Mewelde Moore,MIN,RB,12,0,6,48,0,2007
3456,Moran Norris,SFO,RB,16,5,6,38,0,2007
3495,Gilbert Harris,KAN,RB,4,0,3,38,0,2007
3454,Sammy Morris,NWE,RB,6,2,6,35,0,2007
3463,Brian Calhoun,DET,RB,4,0,5,35,0,2007
3397,Darren Sproles,SDG,RB,15,0,10,31,0,2007
3483,Luke Lawton,IND,RB,11,0,4,29,1,2007
3474,Mike Anderson,BAL,RB,8,0,4,26,0,2007
3488,Marcel Shipp,ARI,RB,16,0,4,25,0,2007
3510,Patrick Cobbs,MIA,RB,14,0,2,20,0,2007
3478,De Dorsey,CIN,RB,12,2,4,19,0,2007
3518,Jerome Harrison,CLE,RB,8,0,2,19,0,2007
3467,Priest Holmes,KAN,RB,4,2,5,17,0,2007
3503,Cadillac Williams,TAM,RB,4,4,3,17,0,2007
3504,Dwayne Wright,BUF,RB,15,0,3,17,0,2007
3489,Michael Turner,SDG,RB,16,0,4,16,0,2007
3511,Kenneth Darby,TAM,RB,1,0,2,16,0,2007
3485,Deuce McAllister,NOR,RB,3,3,4,15,0,2007
3500,Antonio Pittman,STL,RB,11,0,3,15,0,2007
3512,Clifton Dawson,2TM,RB,13,0,2,15,0,2007
3496,Alex Haynes,CAR,RB,10,0,3,14,0,2007
3506,Chris Barclay,2TM,RB,5,0,2,13,0,2007
3508,Ahmad Bradshaw,NYG,RB,12,0,2,12,0,2007
3546,Verron Haynes,PIT,RB,1,0,1,12,0,2007
3514,Adimchinobe Echemandu,2TM,RB,9,0,2,11,0,2007
3553,Reno Mahe,PHI,RB,15,0,1,11,0,2007
3535,Mike Bell,DEN,RB,5,0,1,7,0,2007
3567,Naufahu Tahi,MIN,RB,10,0,1,7,0,2007
3541,Kyle Eckel,NWE,RB,12,0,1,6,0,2007
3534,Jackie Battle,KAN,RB,3,0,1,4,0,2007
3570,LaBrandon Toefield,JAX,RB,2,1,1,4,0,2007
3528,Byron Storer,TAM,RB,9,3,2,3,0,2007
3561,Alvin Pearman,SEA,RB,3,0,1,1,0,2007
3580,Quinton Ganther,TEN,RB,2,0,0,0,0,2007
3593,Paul Smith,DEN,RB,14,0,0,0,0,2007
3597,Stacy Tutt,NYJ,RB,9,0,0,0,0,2007
3634,Maurice Jones-Drew,JAX,RB,16,3,62,565,2,2008
3640,Kevin Faulk,NWE,RB,15,3,58,486,3,2008
3632,Matt Forte,CHI,RB,16,16,63,477,4,2008
3659,Reggie Bush,NOR,RB,10,9,52,440,4,2008
3660,LaDainian Tomlinson,SDG,RB,16,16,52,426,1,2008
3658,Marion Barber III,DAL,RB,15,13,52,417,2,2008
3653,Brian Westbrook,PHI,RB,14,14,54,402,5,2008
3679,Chester Taylor,MIN,RB,16,1,45,399,2,2008
3690,Derrick Ward,NYG,RB,16,3,41,384,0,2008
3691,Steven Jackson,STL,RB,12,11,40,379,1,2008
3664,Steve Slaton,HOU,RB,16,15,50,377,1,2008
3681,Frank Gore,SFO,RB,14,14,43,373,2,2008
3675,Leon Washington,NYJ,RB,16,1,47,355,2,2008
3739,Darren Sproles,SDG,RB,16,0,29,342,5,2008
3704,Jerious Norwood,ATL,RB,16,0,36,338,2,2008
3671,Warrick Dunn,TAM,RB,15,6,47,330,0,2008
3745,Correll Buckhalter,PHI,RB,14,2,26,324,2,2008
3692,Mewelde Moore,PIT,RB,16,4,40,320,1,2008
3700,Fred Jackson,BUF,RB,16,3,37,317,0,2008
3678,Dominic Rhodes,IND,RB,15,4,45,302,3,2008
3674,Marshawn Lynch,BUF,RB,15,15,47,300,1,2008
3697,Kevin Smith,DET,RB,16,12,39,286,0,2008
3738,Darren McFadden,OAK,RB,13,5,29,285,0,2008
3731,Pierre Thomas,NOR,RB,15,5,31,284,3,2008
3778,Patrick Cobbs,MIA,RB,16,2,19,275,2,2008
3721,Ray Rice,BAL,RB,13,4,33,273,0,2008
3743,Jamaal Charles,KAN,RB,16,2,27,272,1,2008
3683,Chris Johnson,TEN,RB,15,14,43,260,1,2008
3737,J.J. Arrington,ARI,RB,11,3,29,255,1,2008
3717,Ronnie Brown,MIA,RB,16,13,33,254,0,2008
3713,Tim Hightower,ARI,RB,16,7,34,237,0,2008
3740,Ricky Williams,MIA,RB,16,3,29,219,1,2008
3741,Clinton Portis,WAS,RB,16,16,28,218,0,2008
3703,Thomas Jones,NYJ,RB,16,14,36,207,2,2008
3747,Joseph Addai,IND,RB,12,12,25,206,2,2008
3758,Ladell Betts,WAS,RB,13,0,22,200,0,2008
3735,Brandon Jackson,GNB,RB,13,0,30,185,0,2008
3765,Tashard Choice,DAL,RB,16,3,21,185,0,2008
3771,Cedric Benson,CIN,RB,12,10,20,185,0,2008
